TO,IC
10198,9533
11276,10680
12394,11793
13525,12885
14696,14038
15862,15203
16979,16329
18077,17453
19168,18551
20261,19644
21369,20752
22465,21851
23551,22934
24637,24027
25736,25121
26826,26218
27929,27317
29054,28404
30150,29544
31248,30632
32359,31723
33442,32835
34519,33902
35609,34994
36615,36076
37727,37117
38789,38213
39876,39264
40936,40335
42014,41397
43103,42483
44208,43576
45288,44683
46370,45756
47495,46862
48607,47985
49734,49091
50850,50231
51956,51317
53078,52446
54200,53568
55306,54690
56398,55791
57524,56895
58658,58018
59775,59150
60908,60260
62004,61385
63106,62485
64235,63588
65367,64743
